TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"CyberIncident_Ext","proHealthCare","bool","nullable","","","",""
"CyberIncident_Ext","recordsExposed","varchar(50)","nullable","","","",""
"CyberIncident_Ext","sensitiveInfo","bool","nullable","","","",""
"CyberIncident_Ext","InternalUser","varchar(100)","nullable","","","entity.User",""
"CyberIncident_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"Deductible","PMT_ID","varchar(100)","not null","primary key","","",""
"Deductible","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"Deductible","PMT_Parent_Type","varchar(30)","nullable","","","","PolicyCoverage, PropertyCoverage, RUCoverage, VehicleCoverage"
"Deductible","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Deductible","Amount","numeric(18,2)","not null","","","",""
"Deductible","Currency","varchar(3)","not null","","typekey.Currency","",""
"Deductible","EditReason","varchar(255)","nullable","","","",""
"Deductible","Overridden","bool","not null","","","",""
"Deductible","Waived","bool","not null","","","",""
"Deductible","Claim","varchar(100)","nullable","","","entity.Claim",""
"Deductible","PMT_PayloadId","varchar(256)","not null","","","",""
"Deduction","PMT_ID","varchar(100)","not null","primary key","","",""
"Deduction","PMT_Parent","varchar(100)","nullable","","","entity.Check",""
"Deduction","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Deduction","ClaimAmount","numeric(18,2)","not null","","","",""
"Deduction","Comments","varchar(255)","nullable","","","",""
"Deduction","DeductionType","varchar(15)","nullable","","typekey.DeductionType","",""
"Deduction","LoadCommandID","int8","nullable","","","",""
"Deduction","ReportingAmount","numeric(18,2)","not null","","","",""
"Deduction","ReservingAmount","numeric(18,2)","not null","","","",""
"Deduction","TransactionAmount","numeric(18,2)","not null","","","",""
"Deduction","PMT_PayloadId","varchar(256)","not null","","","",""
"Doctor","PMT_ID","varchar(100)","not null","primary key","","",""
"Doctor","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Doctor","AddressBookUID","varchar(64)","nullable","","","",""
"Doctor","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"Doctor","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"Doctor","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"Doctor","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"Doctor","AuthorizationID","varchar(64)","nullable","","","",""
"Doctor","CellPhone","varchar(30)","nullable","","","",""
"Doctor","CellPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Doctor","CellPhoneExtension","varchar(60)","nullable","","","",""
"Doctor","ClaimUpdatesViaEmailOptIn","varchar(16)","nullable","","typekey.PreferredEmailType","",""
"Doctor","ClaimUpdatesViaTextOptIn","varchar(11)","nullable","","typekey.PreferredPhoneNumberType","",""
"Doctor","ClaimantIDType","varchar(1)","nullable","","typekey.ClaimantIDType","",""
"Doctor","Coverage1_Ext","bool","nullable","","","",""
"Doctor","DateOfBirth","timestamp","nullable","","","",""
"Doctor","DateOfDeath_Ext","timestamp","nullable","","","",""
"Doctor","Defense_Ext","bool","nullable","","","",""
"Doctor","DoctorSpecialty","varchar(16)","nullable","","typekey.SpecialtyType","",""
"Doctor","EducationLevel","varchar(2)","nullable","","","",""
"Doctor","EmailAddress1","varchar(60)","nullable","","","",""
"Doctor","EmailAddress2","varchar(60)","nullable","","","",""
"Doctor","EmployeeSecurityID","varchar(15)","nullable","","","",""
"Doctor","FaxPhone","varchar(30)","nullable","","","",""
"Doctor","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Doctor","FaxPhoneExtension","varchar(60)","nullable","","","",""
"Doctor","FirstName","varchar(255)","nullable","","","",""
"Doctor","FirstNameKanji","varchar(255)","nullable","","","",""
"Doctor","FormerName","varchar(255)","nullable","","","",""
"Doctor","Gender","varchar(11)","nullable","","typekey.GenderType","",""
"Doctor","GreenCardNumber","varchar(15)","nullable","","","",""
"Doctor","HomePhone","varchar(30)","nullable","","","",""
"Doctor","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Doctor","HomePhoneExtension","varchar(60)","nullable","","","",""
"Doctor","Is1099Rep_Ext","bool","nullable","","","",""
"Doctor","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"Doctor","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"Doctor","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"Doctor","JurisdictionAssignedID","varchar(15)","nullable","","","",""
"Doctor","LastName","varchar(255)","nullable","","","",""
"Doctor","LastNameKanji","varchar(255)","nullable","","","",""
"Doctor","LicenseNumber","varchar(50)","nullable","","","",""
"Doctor","LicenseState","varchar(18)","nullable","","typekey.Jurisdiction","",""
"Doctor","LoadCommandID","int8","nullable","","","",""
"Doctor","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Doctor","MaritalStatus","varchar(9)","nullable","","typekey.MaritalStatus","",""
"Doctor","MedicalLicense","varchar(30)","nullable","","","",""
"Doctor","MedicareEligible_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Doctor","MiddleName","varchar(255)","nullable","","","",""
"Doctor","Name","varchar(255)","nullable","","","",""
"Doctor","NameKanji","varchar(255)","nullable","","","",""
"Doctor","NotElgblOtherReason_Ext","varchar(255)","nullable","","","",""
"Doctor","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"Doctor","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"Doctor","Notes","text","nullable","","","",""
"Doctor","NumDependents","int4","nullable","","","",""
"Doctor","NumDependentsU18","int4","nullable","","","",""
"Doctor","NumDependentsU25","int4","nullable","","","",""
"Doctor","Occupation","varchar(80)","nullable","","","",""
"Doctor","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"Doctor","PanelStatusComment_Ext","text","nullable","","","",""
"Doctor","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"Doctor","Particle","varchar(255)","nullable","","","",""
"Doctor","PassportNumber","varchar(15)","nullable","","","",""
"Doctor","PendingLinkMessage","bool","not null","","","",""
"Doctor","PolicySystemId","varchar(256)","nullable","","","",""
"Doctor","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"Doctor","Prefix","varchar(3)","nullable","","typekey.NamePrefix","",""
"Doctor","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"Doctor","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"Doctor","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"Doctor","PronounAggregate","varchar(12)","nullable","","typekey.PronounAggregateType","",""
"Doctor","PronounObjectiveText","varchar(30)","nullable","","","",""
"Doctor","PronounPossessiveText","varchar(30)","nullable","","","",""
"Doctor","PronounSubjectiveText","varchar(30)","nullable","","","",""
"Doctor","PublicID","varchar(64)","not null","","","",""
"Doctor","Rationale_Ext","text","nullable","","","",""
"Doctor","ReasonFrNtMediElgibl_Ext","varchar(255)","nullable","","","",""
"Doctor","ReasonNotMediElgbl_Ext","varchar(25)","nullable","","typekey.ReasonNoMedicareElgble_Ext","",""
"Doctor","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Doctor","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"Doctor","RetainDate_Ext","timestamp","nullable","","","",""
"Doctor","SSNReleaseAuthorized","bool","nullable","","","",""
"Doctor","Score","int4","nullable","","","",""
"Doctor","SexAssignedAtBirth","varchar(6)","nullable","","typekey.SexAssignedAtBirthType","",""
"Doctor","SpecialtyType","varchar(16)","nullable","","typekey.SpecialtyType","",""
"Doctor","Suffix","varchar(7)","nullable","","typekey.NameSuffix","",""
"Doctor","TCREPValue_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Doctor","TaxExemptionsEntitled","numeric(2,0)","nullable","","","",""
"Doctor","TaxFilingStatus","varchar(16)","nullable","","typekey.TaxFilingStatusType","",""
"Doctor","TaxID","varchar(30)","nullable","","","",""
"Doctor","TaxStatus","varchar(11)","nullable","","typekey.TaxStatus","",""
"Doctor","VendorNumber","varchar(60)","nullable","","","",""
"Doctor","VendorType","varchar(16)","nullable","","typekey.VendorType","",""
"Doctor","VisaNumber","varchar(15)","nullable","","","",""
"Doctor","W9Received","bool","nullable","","","",""
"Doctor","W9ReceivedDate","timestamp","nullable","","","",""
"Doctor","W9ValidFrom","timestamp","nullable","","","",""
"Doctor","W9ValidTo","timestamp","nullable","","","",""
"Doctor","WithholdingRate","numeric(4,1)","nullable","","","",""
"Doctor","WorkPhone","varchar(30)","nullable","","","",""
"Doctor","WorkPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Doctor","WorkPhoneExtension","varchar(60)","nullable","","","",""
"Doctor","PrimaryAddress","varchar(100)","nullable","","","entity.Address",""
"Doctor","PMT_PayloadId","varchar(256)","not null","","","",""
"Document","PMT_ID","varchar(100)","not null","primary key","","",""
"Document","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"Document","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Document","Association_GC","varchar(255)","nullable","","","",""
"Document","Author","varchar(60)","nullable","","","",""
"Document","Catalog_Ext","varchar(1)","nullable","","typekey.DocumentCatalog_Ext","",""
"Document","DMS","bool","nullable","","","",""
"Document","DateCreated","timestamp","nullable","","","",""
"Document","DateModified","timestamp","nullable","","","",""
"Document","Description","varchar(255)","nullable","","","",""
"Document","DocUID","varchar(500)","nullable","","","",""
"Document","DocumentIdentifier","varchar(60)","nullable","","","",""
"Document","DocumentType_Ext","varchar(100)","nullable","","","",""
"Document","DrawerTypeCode_Ext","varchar(100)","nullable","","","",""
"Document","Drawer_Ext","varchar(100)","nullable","","","",""
"Document","FileName_Ext","varchar(500)","nullable","","","",""
"Document","FileNumber_Ext","varchar(500)","nullable","","","",""
"Document","FileTypeCode_Ext","varchar(100)","nullable","","","",""
"Document","IRDrawer_Ext","varchar(4)","nullable","","typekey.IRDrawers_Ext","",""
"Document","IRFolderType_Ext","varchar(6)","nullable","","typekey.IRFolderType_Ext","",""
"Document","Inbound","bool","nullable","","","",""
"Document","InteractiveDesign_GC","varchar(255)","nullable","","","",""
"Document","InteractivePackageName_GC","varchar(255)","nullable","","","",""
"Document","InteractivePackageVersion_GC","varchar(255)","nullable","","","",""
"Document","InteractiveServiceName_GC","varchar(255)","nullable","","","",""
"Document","Interactive_GC","bool","nullable","","","",""
"Document","Language","varchar(5)","nullable","","typekey.LanguageType","",""
"Document","LoadCommandID","int8","nullable","","","",""
"Document","MimeType","varchar(80)","nullable","","","",""
"Document","Name","varchar(1000)","nullable","","","",""
"Document","Obsolete","bool","nullable","","","",""
"Document","PageID_Ext","varchar(100)","nullable","","","",""
"Document","PendingDocUID","varchar(255)","nullable","","","",""
"Document","ProductionFailureMsg_GC","varchar(1333)","nullable","","","",""
"Document","Recipient","varchar(60)","nullable","","","",""
"Document","RequiresApproval_GC","bool","nullable","","","",""
"Document","Section","varchar(34)","nullable","","typekey.DocumentSection","",""
"Document","SecurityType","varchar(12)","nullable","","typekey.DocumentSecurityType","",""
"Document","SendwithPayment_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Document","Status","varchar(9)","nullable","","typekey.DocumentStatusType","",""
"Document","TemplateID_GC","varchar(255)","nullable","","","",""
"Document","TrackingNumber_Ext","text","nullable","","","",""
"Document","Type","varchar(24)","nullable","","typekey.DocumentType","",""
"Document","ClaimContact","varchar(100)","nullable","","","entity.ClaimContact",""
"Document","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"Document","FixedPropertyIncident_Ext","varchar(100)","nullable","","","FK to the table specified in FixedPropertyIncident_Ext_Type column",""
"Document","Matter","varchar(100)","nullable","","","entity.Matter",""
"Document","Policy_Ext","varchar(100)","nullable","","","entity.Policy",""
"Document","Recipient_GC","varchar(100)","nullable","","","entity.DocumentRecipient_GC",""
"Document","FixedPropertyIncident_Ext_Type","varchar(30)","nullable","","","","DwellingIncident, FixedPropertyIncident, OtherStructureIncident"
"Document","PMT_PayloadId","varchar(256)","not null","","","",""
"DocumentRecipient_GC","PMT_ID","varchar(100)","not null","primary key","","",""
"DocumentRecipient_GC","AddressLine1","varchar(200)","nullable","","","",""
"DocumentRecipient_GC","AddressLine1Kanji","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","AddressLine2","varchar(200)","nullable","","","",""
"DocumentRecipient_GC","AddressLine2Kanji","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","AddressLine3","varchar(200)","nullable","","","",""
"DocumentRecipient_GC","CEDEX","bool","nullable","","","",""
"DocumentRecipient_GC","CEDEXBureau","varchar(2)","nullable","","","",""
"DocumentRecipient_GC","City","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","CityKanji","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ContactID","int8","nullable","","","",""
"DocumentRecipient_GC","Country","varchar(22)","nullable","","typekey.Country","",""
"DocumentRecipient_GC","County","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","DeliveryChannel","varchar(25)","nullable","","typekey.DocumentChannel_GC","",""
"DocumentRecipient_GC","EmailAddress","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField1","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField10","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField2","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField3","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField4","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField5","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField6","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField7","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField8","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","ExtraField9","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","FirstName","varchar(255)","nullable","","","",""
"DocumentRecipient_GC","IsPrimary","bool","nullable","","","",""
"DocumentRecipient_GC","LastName","varchar(255)","nullable","","","",""
"DocumentRecipient_GC","LoadCommandID","int8","nullable","","","",""
"DocumentRecipient_GC","MiddleName","varchar(255)","nullable","","","",""
"DocumentRecipient_GC","Name","varchar(255)","nullable","","","",""
"DocumentRecipient_GC","PhoneNumber","varchar(30)","nullable","","","",""
"DocumentRecipient_GC","PhoneNumberCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"DocumentRecipient_GC","PhoneNumberExtension","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","PostalCode","varchar(60)","nullable","","","",""
"DocumentRecipient_GC","Prefix","varchar(3)","nullable","","typekey.NamePrefix","",""
"DocumentRecipient_GC","State","varchar(17)","nullable","","typekey.State","",""
"DocumentRecipient_GC","Suffix","varchar(7)","nullable","","typekey.NameSuffix","",""
"DocumentRecipient_GC","PMT_PayloadId","varchar(256)","not null","","","",""
"DrugPrescribed","PMT_ID","varchar(100)","not null","primary key","","",""
"DrugPrescribed","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"DrugPrescribed","DatePrescribed","timestamp","nullable","","","",""
"DrugPrescribed","DateScriptExpires","timestamp","nullable","","","",""
"DrugPrescribed","DrugName","varchar(60)","not null","","","",""
"DrugPrescribed","LoadCommandID","int8","nullable","","","",""
"DrugPrescribed","ClaimContact","varchar(100)","nullable","","","entity.ClaimContact",""
"DrugPrescribed","PMT_PayloadId","varchar(256)","not null","","","",""
